DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	abundance
PN14RD.bin.91	1.648375096
PN1RA.bin.34	1.647832896
PN1CG.bin.53	1.647634908
PN5RE.bin.246	1.647230889
G93	1.647181034
PN5RD.vae.19027	1.646204689
PN5RG.bin.94	1.646130169
PN7RJ.bin.98	1.645984907
PN10RR.bin.84	1.644727008
PN6RI.vae.16388	1.644665102
PN5RF.bin.175	1.644356813
PN12RI.vae.4991	1.644062913
PN3LC.bin.150	1.642381291
PN5RH.bin.185	1.641937974
PN14RB.bin.6	1.641555163
PN3CG.bin.112	1.641382265
PN8RF.vae.18026	1.641361117
PN3JG.vae.7445	1.640925619
PN1JE.bin.16	1.640359345
PN14RM.vae.123731	1.640245891
PN5LG.bin.131	1.63814281
PN8RJ.vae.13178	1.637379616
PN3RA.vae.101357	1.636344268
PN1RL.vae.7838	1.635709235
PN3RD.vae.3499	1.635551426
PN15RB.vae.32111	1.635489227
PN3GF.bin.54	1.635322726
PN5RF.vae.14494	1.635210654
PN5RF.bin.6	1.635196111
PN9RP.vae.4363	1.634914511
PN2RB.vae.10840	1.634651155
PN14RB.bin.24	1.634525088
PN3RH.vae.7974	1.634313651
PN12RG.bin.56	1.633703663
PN16RO.bin.202	1.633611131
PN4RG.vae.13447	1.633274745
PN15RK.vae.25170	1.632845538
PN6RI.vae.30404	1.632654931
PN5LF.bin.107	1.632616515
PN15RE.vae.20316	1.632309129
PN4RG.vae.476	1.631937508
PN16RM.bin.170	1.631475728
PN10RS.vae.17941	1.63124643
PN11RE.bin.178	1.629503368
PN5LG.vae.5458	1.629127059
PN3LC.bin.10	1.62871296
PN16RD.bin.18	1.628632323
PN7RI.vae.30615	1.628591136
PN11RN.bin.183	1.628299681
PN9RF.bin.169	1.627532292
PN10RR.bin.87	1.627358036
PN1GG.bin.43	1.627259835
PN3CA.bin.170	1.627193215
PN15RM.vae.19256	1.626786429
PN1JE.bin.4	1.626105225
PN14RO.bin.148	1.624400023
PN5CB.vae.27027	1.624179898
PN13RB.vae.38664	1.62277941
PN10RC.vae.27098	1.622160802
PN9RK.vae.3159	1.621932453
PN4RD.bin.8	1.621632135
PN11RO.vae.11106	1.621275457
PN7RK.vae.17681	1.621070647
PN3CD.bin.149	1.620842558
PN2GE.bin.4	1.619827977
PN2CG.vae.16150	1.619426447
PN14RB.bin.43	1.618044852
PN1RF.vae.12205	1.617394589
PN2LG.bin.137	1.616699908
PN3CD.vae.19124	1.616611514
PN14RD.vae.41410	1.616285035
PN8RN.vae.34503	1.616159715
PN4RE.bin.8	1.615292838
PN16RC.vae.1274	1.61490799
PN2RD.bin.83	1.614754909
PN3RB.vae.29048	1.614351946
PN1RH.bin.241	1.613996052
PN5RD.vae.5999	1.613575687
PN8RS.vae.4675	1.613296472
PN2CA.vae.30002	1.613143291
PN10RR.vae.16207	1.613059293
PN13RQ.vae.27084	1.611885343
PN14RC.vae.5403	1.61143246
PN8RL.vae.16622	1.610829377
PN2JD.bin.5	1.609859889
PN2LB.vae.1958	1.609376955
PN3CC.bin.184	1.609243627
PN13RA.vae.27848	1.60869751
PN10RF.bin.125	1.608086321
PN2RJ.vae.28132	1.607960607
PN1RI.vae.26211	1.607506624
PN16RR.vae.6417	1.607055411
PN6RB.bin.34	1.607043063
PN1GG.bin.47	1.60606987
PN13RS.vae.29261	1.606037043
PN16RA.vae.1770	1.605636977
PN11RK.vae.14576	1.604437642
PN6RL.bin.194	1.604243167
PN9RJ.bin.163	1.604042755
PN11RH.vae.9796	1.603970505
PN8RF.vae.11447	1.602872176
PN14RQ.vae.15046	1.602350855
PN16RK.vae.20626	1.602126684
PN14RI.bin.51	1.602046364
PN11RK.vae.24606	1.601304116
PN11RE.vae.938	1.600931419
PN16RA.vae.81687	1.600212053
PN6RO.bin.54	1.599756364
PN3LA.bin.49	1.599045095
PN3RC.vae.13320	1.598890963
PN3RB.vae.225	1.598234834
PN1LC.bin.61	1.598025794
PN6RS.bin.139	1.597839767
PN12RJ.bin.88	1.597814821
PN3RE.vae.19185	1.597226877
PN12RC.bin.33	1.596630032
PN15RM.vae.8105	1.596322944
PN2RC.vae.13718	1.596212657
PN16RC.vae.6570	1.59584162
PN10RO.vae.32421	1.595599282
PN16RP.vae.20088	1.595513657
PN6RN.vae.18953	1.595066172
PN5IE.bin.107	1.595009211
PN5RH.vae.57552	1.594828947
PN16RR.bin.56	1.594744696
PN10RD.vae.22907	1.593283467
PN11RK.bin.108	1.593130438
PN16RE.bin.34	1.592743218
PN10RJ.vae.50602	1.591923244
PN11RK.vae.4648	1.591398588
PN3LF.bin.122	1.591018433
PN5LD.vae.12989	1.590776064
PN6RI.vae.12555	1.590767387
PN10RS.vae.18429	1.590438967
PN5LG.bin.252	1.590161974
PN15RH.vae.12318	1.589984351
PN1RC.vae.13895	1.589539291
PN1CD.vae.18107	1.589410975
PN3RA.bin.56	1.58932249
PN6RK.bin.86	1.588797763
PN11RA.vae.18046	1.588437399
PN11RN.bin.103	1.588035811
PN2RG.vae.4561	1.5878725
PN12RH.bin.7	1.587504487
PN8RI.vae.712	1.586933161
PN6RI.bin.149	1.586533893
PN16RN.vae.1955	1.586232311
PN8RC.bin.160	1.585777493
PN1CA.vae.23148	1.585274321
PN12RC.bin.47	1.585192961
PN2LG.vae.82158	1.585124104
PN5JH.vae.53004	1.584963795
PN8RL.vae.7700	1.584831464
PN3RF.vae.24182	1.584162053
PN1RD.vae.55994	1.583712262
PN3LC.vae.13512	1.582793686
PN5RE.bin.97	1.582389785
PN2RJ.vae.16485	1.581958054
PN3CH.vae.61649	1.581798028
PN10RH.vae.17351	1.581510853
PN10RO.vae.6077	1.581075937
PN6RD.vae.2816	1.580434998
PN7RB.vae.22893	1.579987
PN5JC.bin.15	1.579942283
PN7RQ.vae.16188	1.579832923
PN1CJ.vae.25543	1.579760767
PN2CD.vae.293	1.579609296
PN5RG.vae.52961	1.579349332
PN3RB.vae.9685	1.579250472
PN5RG.bin.24	1.57881967
PN5RD.vae.15857	1.57846023
PN2RC.vae.4607	1.578442128
PN5CG.vae.60887	1.577512036
PN1RB.bin.225	1.577127315
PN1GG.bin.22	1.577017457
PN3RE.vae.2473	1.576314279
PN1RD.vae.55235	1.576077965
PN1RD.vae.226823	1.575747329
PN6RP.vae.36474	1.575026053
PN5RG.vae.86065	1.574693193
PN3RC.vae.6771	1.574124935
PN8RP.bin.166	1.573034701
PN4RE.bin.70	1.57227523
PN14RN.bin.11	1.571584857
PN2CJ.bin.87	1.571544935
PN7RQ.vae.42518	1.571305954
PN2RH.vae.22093	1.570875873
PN6RL.bin.126	1.570835749
PN3RG.vae.16712	1.570500529
PN2RE.bin.80	1.57045282
PN10RS.vae.48866	1.570087042
PN1CB.vae.37083	1.569736914
PN5RE.vae.103082	1.569283801
PN6RJ.vae.32487	1.569269596
PN8RC.bin.103	1.56905602
PN5RB.vae.5444	1.568572957
PN14RH.bin.16	1.568418754
PN15RI.vae.35681	1.568264846
PN5CG.vae.199360	1.568143066
PN15RB.vae.6065	1.567956406
PN15RA.bin.5	1.567893179
PN14RQ.bin.12	1.567517727
PN5RC.bin.217	1.567238307
PN16RU.vae.6427	1.566374273
PN10RP.vae.45483	1.566138862
PN1RF.vae.23371	1.565968905
PN16RC.vae.5479	1.565786028
PN2CB.bin.66	1.565340433
PN5RF.bin.146	1.565070979
PN8RL.bin.124	1.564698269
PN3RH.vae.1356	1.56461075
PN11RJ.vae.31056	1.564037919
PN4RG.vae.489	1.563940938
PN8RB.vae.24904	1.563036055
PN7RL.bin.68	1.562765807
PN14RB.bin.196	1.562660275
PN9RJ.bin.55	1.56256087
PN1RH.vae.13813	1.562392434
PN3DG.bin.16	1.562384984
PN3RA.bin.220	1.562154613
PN14RQ.vae.76274	1.562082877
PN2LJ.vae.9188	1.561467818
PN10RJ.bin.8	1.560879504
PN2RH.vae.54814	1.560164698
PN11RJ.bin.152	1.560063677
PN5RE.vae.85444	1.559020826
PN3RG.vae.1062	1.558720078
PN5LB.vae.12198	1.556843646
PN10RO.vae.13950	1.556513858
PN9RI.vae.53597	1.556223301
PN13RB.vae.2722	1.555650229
PN1RD.vae.31572	1.555006729
PN7RF.bin.33	1.554886124
PN10RS.bin.30	1.554635134
PN8RQ.vae.31281	1.554442166
PN8RR.bin.86	1.553949379
PN8RJ.vae.1590	1.553843422
PN5IA.vae.7499	1.553715018
PN12RG.vae.23805	1.553253356
PN1LF.vae.7630	1.553030333
PN3RD.vae.1602	1.55298203
PN7RL.bin.155	1.551850398
PN6RQ.vae.32505	1.550726034
PN14RJ.bin.222	1.549682588
PN6RP.bin.105	1.549558529
PN13RL.vae.49627	1.549095037
PN13RM.vae.5854	1.548914089
PN11RM.vae.18554	1.547340289
PN8RG.vae.13769	1.547027128
PN10RA.vae.3369	1.546955879
PN10RH.bin.70	1.546678246
PN2CE.vae.28692	1.546610309
PN1RI.vae.28561	1.546573515
PN5CG.vae.8912	1.546492712
PN9RB.bin.80	1.54636235
PN2RH.vae.7961	1.546022242
CH28	1.545808572
PN5RC.bin.253	1.545774159
PN12RJ.vae.27043	1.545709084
PN2CH.bin.95	1.545708299
PN13RJ.bin.13	1.545356405
PN5CC.bin.18	1.544833831
PN13RD.vae.7124	1.54435533
PN16RN.bin.55	1.544072435
PN16RU.vae.43548	1.543915172
PN4RE.vae.46740	1.543719872
PN16RM.vae.1065	1.543400086
PN1CJ.vae.7095	1.543138177
PN1RE.bin.52	1.542646216
PN6RT.bin.94	1.542599575
PN1RJ.vae.25365	1.542250545
PN11RK.vae.26252	1.541695062
PN16RA.vae.13838	1.540838628
PN2RE.vae.9227	1.540651091
PN8RR.vae.38071	1.540124146
PN2RA.vae.251639	1.539123559
PN7RH.vae.37087	1.537965015
PN2RF.vae.37133	1.537888404
PN3CH.bin.177	1.537036911
PN1RD.vae.28968	1.536191307
PN14RB.bin.73	1.536164937
PN1RH.vae.26451	1.535821779
PN3RC.bin.158	1.535335838
PN13RE.bin.187	1.535257425
PN6RF.vae.16804	1.534964284
PN12RC.bin.100	1.534932558
PN5LE.bin.199	1.533437929
PN8RN.bin.163	1.533366138
PN10RP.vae.10512	1.532987739
PN16RS.vae.23343	1.531249554
PN8RP.vae.3124	1.531201731
PN2RE.vae.15616	1.530872562
PN2CG.bin.134	1.5306208
PN5IA.bin.19	1.529127829
PN14RH.bin.58	1.528596835
PN9RM.vae.12507	1.528258001
PN2RA.vae.22141	1.528182815
PN5CB.bin.130	1.528177326
PN1RA.vae.34901	1.528163815
PN6RF.vae.34930	1.527893459
PN5CG.vae.47618	1.52781142
PN8RH.vae.10598	1.527621328
PN1RJ.vae.21767	1.527098145
PN1RE.vae.4017	1.52688965
PN16RQ.bin.188	1.526653239
PN1CL.vae.3833	1.526647588
PN15RH.vae.10913	1.525935858
PN5LD.vae.10095	1.525917167
PN3CF.vae.85493	1.525752975
PN1RE.bin.183	1.525369363
PN1RK.bin.224	1.525062599
PN5RB.vae.20344	1.524839239
PN1RC.bin.224	1.52477917
PN5RC.bin.266	1.523617605
PN7RQ.bin.85	1.523346276
PN1GC.bin.52	1.523314909
PN6RD.vae.642	1.52285789
PN9RL.vae.15265	1.522011137
PN10RD.bin.153	1.521677379
PN6RG.vae.12831	1.521485394
PN10RO.bin.82	1.521437293
PN15RI.vae.27551	1.521388405
PN7RP.vae.48459	1.52076541
PN16RJ.bin.77	1.520700056
PN1RG.vae.2129	1.520473471
PN9RC.bin.136	1.519973007
PN1RB.vae.7016	1.519819356
PN6RG.bin.19	1.519441562
PN1RE.vae.37929	1.519404887
PN8RQ.bin.48	1.519211632
PN5RA.vae.2887	1.518629843
PN7RL.vae.10052	1.517732762
PN16RF.vae.10640	1.51743489
PN9RJ.bin.208	1.517280963
PN1JE.bin.38	1.517088029
PN3RD.bin.141	1.516899494
PN16RQ.vae.1925	1.516695461
PN13RQ.vae.4980	1.516517161
PN6RD.vae.5253	1.515662964
PN13RS.vae.9334	1.515134359
PN11RF.bin.92	1.514908077
PN16RR.bin.92	1.51458822
PN5RH.vae.40587	1.513677214
PN16RH.bin.4	1.51301019
PN9RJ.bin.225	1.51291271
PN6RE.vae.5312	1.512786005
PN3CF.bin.178	1.512125281
PN11RM.vae.27387	1.511757214
PN6RH.bin.22	1.511465356
PN11RJ.vae.50594	1.51086446
PN5RC.bin.200	1.510299338
PN1CB.vae.952	1.510296289
PN10RQ.bin.6	1.510204123
PN5LH.vae.5910	1.509332463
PN11RC.bin.79	1.509105397
PN3RG.vae.10201	1.508995486
PN2RE.vae.25782	1.508125882
PN11RN.vae.9868	1.507912654
PN15RC.vae.7188	1.507829664
PN13RT.vae.412	1.507585075
PN11RO.vae.19172	1.50724402
PN7RN.vae.9940	1.50646847
PN10RB.bin.39	1.506139706
PN1RC.vae.12718	1.505980568
PN3RH.vae.18090	1.505596891
PN5RA.vae.21980	1.505561931
PN3RF.vae.49212	1.504761038
PN9RE.vae.10692	1.504110027
PN6RG.vae.26675	1.502618041
PN9RJ.vae.18632	1.502537745
PN14RH.bin.60	1.5024835
PN8RS.bin.110	1.502247811
PN6RG.bin.156	1.501970943
PN1RI.vae.31873	1.501142457
PN16RK.vae.24020	1.501061989
PN3LC.vae.2070	1.500733983
PN9RQ.vae.1427	1.500732778
PN7RE.bin.203	1.50023063
PN8RC.vae.62983	1.500217382
PN11RF.bin.189	1.500139104
PN7RG.vae.29528	1.499719929
PN16RQ.vae.57	1.499698758
PN2RF.bin.72	1.499680253
PN8RS.vae.10070	1.499541164
PN3DG.bin.7	1.49953975
PN4RB.vae.84121	1.497813295
PN10RD.bin.48	1.497460002
PN8RR.bin.104	1.497089543
PN16RU.vae.36455	1.496933952
PN3RB.vae.2662	1.496321876
PN3CF.vae.20235	1.496250737
PN5RB.vae.11516	1.496144678
PN15RB.bin.34	1.495850698
PN3LC.vae.45043	1.495733328
PN11RE.bin.56	1.495693093
PN2RI.bin.218	1.49555559
PN16RF.vae.19241	1.495516032
PN1LG.bin.6	1.495085163
PN11RD.bin.129	1.494917777
PN3RF.vae.6226	1.494646007
PN3CA.vae.75723	1.493937989
PN10RP.vae.25083	1.493515064
PN7RQ.bin.196	1.493149793
PN11RC.bin.20	1.493068311
PN16RF.vae.89971	1.492520226
PN2GF.bin.2	1.492494219
PN15RE.vae.16672	1.491436858
PN3RF.bin.193	1.490947361
PN3CA.vae.38455	1.49092466
PN2CG.vae.53350	1.490864422
PN1RD.vae.114423	1.490795068
PN8RG.vae.7562	1.490687282
PN10RA.vae.29982	1.48974512
PN1LF.vae.4791	1.489121608
PN2RF.vae.40079	1.489043693
PN11RI.vae.52251	1.488869959
PN2RA.vae.32426	1.48867623
PN16RH.bin.164	1.488427852
PN5LG.vae.10074	1.488259372
PN5RC.vae.12905	1.487644825
PN11RG.vae.87033	1.487619856
PN2LA.bin.132	1.487141958
PN2RE.vae.1328	1.48700858
PN11RO.vae.14900	1.486937749
PN8RA.vae.9888	1.486735138
PN15RD.bin.108	1.486713731
PN7RA.bin.60	1.486096153
PN3CA.vae.2569	1.485326938
PN7RK.bin.26	1.485184553
PN3GD.vae.18336	1.485101458
PN1RC.vae.18583	1.484722075
PN6RQ.vae.4766	1.484712222
PN13RJ.bin.33	1.483158633
PN10RF.vae.23084	1.482802399
PN6RB.vae.7629	1.482776228
PN1CL.vae.22093	1.482642141
PN15RC.bin.63	1.482258605
PN1CL.vae.33227	1.482006041
PN11RN.bin.84	1.481991384
PN16RB.bin.70	1.481867583
PN6RS.bin.125	1.481378027
PN3CD.bin.118	1.48134154
PN3RF.vae.13995	1.480890451
PN5CG.vae.12874	1.480777344
PN3CH.vae.26835	1.480631662
PN11RI.bin.143	1.480545543
PN15RF.vae.1636	1.480427556
PN9RA.bin.53	1.480281814
PN7RK.vae.14528	1.479972865
PN1RC.vae.93693	1.479389719
PN5RC.vae.13389	1.479318409
PN4RD.bin.105	1.479016422
PN11RE.bin.77	1.478992459
PN6RP.vae.4793	1.478797587
PN11RO.vae.14092	1.478250858
PN8RE.vae.28214	1.477888096
PN1CA.bin.84	1.477841194
PN3LE.vae.5845	1.477556604
PN8RC.bin.56	1.477250001
PN2GD.vae.6314	1.477204213
PN13RH.bin.132	1.475952576
PN4RH.vae.8900	1.475647029
PN14RE.vae.6049	1.475632571
PN2GD.bin.7	1.474748139
PN16RQ.bin.208	1.474653035
PN3RG.bin.41	1.474436617
PN7RN.bin.84	1.474431797
PN8RM.vae.48793	1.474130268
PN5RF.vae.164235	1.473986846
PN5LF.bin.68	1.473776954
PN8RL.vae.20262	1.473628723
PN5RC.vae.14468	1.47360007
PN12RD.vae.22189	1.47351681
PN8RM.vae.24806	1.472977033
PN1RA.vae.9654	1.472559988
PN14RJ.vae.16042	1.472212199
PN7RP.bin.171	1.471923083
PN1RH.bin.243	1.471706351
PN1CA.bin.8	1.471531182
PN2CD.vae.17192	1.471329392
PN8RL.bin.54	1.471104954
PN16RO.bin.40	1.471077001
PN7RQ.vae.24053	1.470809249
PN5RF.vae.97247	1.470069084
PN10RO.bin.11	1.469922421
PN13RK.vae.955	1.469855991
PN13RG.vae.43545	1.469210731
PN11RA.vae.13774	1.46916642
PN7RE.vae.9106	1.468646174
PN11RO.bin.104	1.468335285
PN3RB.bin.156	1.468288518
PN16RT.bin.39	1.468148356
PN16RH.bin.109	1.468107919
PN3CA.vae.114276	1.467837075
PN1RI.vae.10626	1.467666649
PN8RC.bin.156	1.467126866
PN1RD.vae.22557	1.467118452
PN16RT.bin.29	1.466930512
PN6RO.bin.101	1.466728236
PN2LF.bin.56	1.465919271
PN1RI.bin.68	1.465900203
PN10RP.vae.19671	1.465716921
PN1RL.vae.15923	1.465152123
PN16RT.vae.9023	1.464653571
PN5RA.bin.286	1.463788303
PN2GD.bin.23	1.463726743
PN6RH.vae.4521	1.463695354
PN2RF.bin.53	1.463338509
PN8RQ.bin.128	1.463054143
PN1RC.vae.9991	1.462241791
PN10RS.vae.20148	1.46223398
PN8RJ.bin.117	1.462075272
PN5RF.vae.36441	1.461220751
PN1RF.vae.7682	1.459911341
PN11RA.vae.11578	1.459636907
PN11RG.bin.82	1.459414927
PN6RM.vae.4964	1.459188611
PN13RB.vae.30613	1.459144034
PN11RN.vae.1704	1.458849314
PN5CE.vae.12919	1.45877947
PN3RC.bin.30	1.458444052
PN15RO.bin.41	1.458068514
PN4RE.vae.32771	1.457743445
PN16RT.vae.18925	1.457518966
PN11RG.vae.32922	1.457142419
PN8RL.bin.132	1.45672125
PN16RO.bin.124	1.456576029
PN2CJ.bin.61	1.456532615
PN9RN.bin.155	1.456235368
PN16RG.vae.10311	1.455090836
PN2RF.vae.6561	1.454748761
PN7RL.vae.4461	1.454489381
PN8RG.vae.44321	1.45437147
PN11RF.vae.18451	1.454272096
PN3GB.bin.76	1.454065214
PN13RR.vae.21849	1.454019615
PN6RB.vae.32906	1.453792938
PN16RA.vae.1291	1.453642281
PN10RQ.vae.776	1.453469595
PN2RG.bin.177	1.452050425
PN14RR.bin.39	1.452026018
PN3CD.bin.105	1.451388515
PN2CE.vae.55092	1.450898769
PN13RU.vae.21611	1.45050459
PN2CG.vae.11304	1.449984564
PN3CH.vae.35705	1.449968748
PN8RQ.bin.134	1.449512229
PN5RA.bin.316	1.449507253
PN6RR.vae.7961	1.449373132
J1391	1.449107175
PN5RA.bin.203	1.447255584
PN6RB.vae.3960	1.446432092
PN7RP.vae.19543	1.446319837
PN13RG.vae.55	1.44618603
PN9RI.vae.17240	1.445411792
PN1CK.bin.41	1.445254022
PN11RA.bin.82	1.445091187
PN8RN.vae.2013	1.44495631
PN13RU.vae.5762	1.444830652
PN8RC.bin.93	1.444827581
PN10RD.bin.63	1.444811653
PN8RR.vae.25205	1.444796531
PN9RM.bin.62	1.444380748
PN6RI.bin.195	1.444079617
PN10RH.bin.189	1.443976116
PN8RD.vae.12927	1.443934142
PN2RB.vae.37212	1.443337989
PN5RB.bin.25	1.440722464
PN5CA.bin.92	1.440060538
PN6RD.vae.8761	1.438633343
PN10RK.vae.23166	1.437606861
PN14RI.vae.6677	1.437200632
PN8RF.vae.2424	1.437157982
PN10RK.bin.90	1.43696688
PN16RS.vae.13609	1.4365767
PN6RJ.vae.41625	1.434809434
PN16RP.vae.29666	1.434169563
PN10RC.bin.78	1.433402296
PN10RE.bin.70	1.432956128
PN11RK.vae.34303	1.432520782
PN11RJ.vae.16782	1.432349704
PN2GE.vae.20285	1.432145661
PN8RG.vae.83086	1.432113897
PN2RG.vae.31750	1.43199351
PN16RJ.bin.144	1.431428568
PN4RD.bin.43	1.430886344
PN1RL.bin.187	1.430121813
PN5RC.bin.267	1.4285425
PN7RO.vae.2841	1.428508493
PN14RQ.bin.173	1.428487104
PN1RD.bin.106	1.428470401
PN13RO.vae.1349	1.428183038
PN16RH.vae.11381	1.428066159
PN16RM.vae.54418	1.427626555
PN3CB.bin.29	1.427091961
PN16RO.vae.2805	1.426621711
PN14RN.bin.76	1.426303251
PN16RA.bin.156	1.426281102
PN3RD.vae.36905	1.426099534
PN2RC.bin.129	1.425600122
PN16RK.vae.16692	1.425497178
PN16RU.bin.200	1.42487173
PN4RE.vae.26706	1.424764801
PN14RJ.bin.227	1.424638932
PN2CE.vae.18103	1.424597039
PN3RG.vae.10004	1.424433723
PN5LC.bin.165	1.424301862
PN4RD.vae.10709	1.423277473
PN6RF.bin.124	1.423054429
PN10RB.bin.103	1.422207745
PN10RL.bin.130	1.422173309
PN2LG.vae.6786	1.421960069
PN1CK.vae.54643	1.421916162
PN10RE.vae.1538	1.421344667
PN2CC.vae.45014	1.420778102
PN5LF.vae.16822	1.420127177
PN1RF.vae.5656	1.419474667
PN8RM.vae.12120	1.418749613
PN7RL.bin.131	1.418209212
PN2CF.vae.13437	1.417864148
PN3LH.vae.11922	1.41777788
PN8RO.bin.62	1.417676314
PN8RG.bin.196	1.417515059
PN2RF.vae.33192	1.41642957
PN13RG.vae.18065	1.415888183
PN2IF.bin.18	1.415775191
PN6RO.bin.102	1.415561687
PN11RE.bin.164	1.41529569
PN14RS.vae.7012	1.415101574
PN7RG.bin.115	1.414182535
PN6RI.vae.21678	1.413584886
PN10RL.vae.12848	1.412729672
PN5RC.vae.11470	1.412397042
PN10RL.vae.31784	1.411890881
PN6RM.vae.17827	1.411573271
PN14RJ.vae.18394	1.411113277
PN10RL.bin.49	1.410723115
PN15RP.bin.18	1.40889762
PN1RA.bin.12	1.408123829
PN8RN.vae.33858	1.40761297
PN12RC.bin.3	1.407013685
PN7RP.bin.179	1.406193787
PN6RF.vae.73298	1.406001367
PN8RL.bin.176	1.406001001
J1068	1.405975585
PN13RC.vae.12739	1.405405228
PN2GG.bin.16	1.405292255
PN7RG.bin.22	1.404183439
PN2CG.bin.199	1.403673218
PN6RA.bin.105	1.40356878
PN16RA.bin.91	1.40347721
PN1RJ.vae.491	1.402776656
PN8RF.bin.32	1.402759151
PN10RD.bin.103	1.402651045
PN13RG.bin.72	1.401837119
PN14RD.bin.20	1.401545808
PN1RD.vae.6090	1.401291183
PN5LG.vae.1874	1.399875524
PN1RH.vae.24812	1.399662288
PN5RA.vae.36318	1.399281512
PN6RB.bin.67	1.399191384
PN3RA.vae.80477	1.398949969
PN11RE.bin.119	1.397545036
PN16RM.vae.10735	1.397411241
PN10RC.vae.31866	1.396465372
PN2RE.vae.5121	1.396437268
PN1RL.bin.141	1.396031904
PN8RA.bin.133	1.395718429
PN3CB.vae.5275	1.39571152
PN4RH.bin.157	1.395443591
PN8RM.vae.20521	1.395441692
PN2GG.bin.15	1.394699935
PN3LG.vae.1618	1.393524226
PN7RG.bin.162	1.393225228
PN10RJ.vae.62633	1.393058495
PN6RI.bin.187	1.392826999
PN6RE.bin.54	1.39270167
PN3LD.bin.118	1.392305909
PN3LG.vae.13907	1.392121614
PN5RE.bin.134	1.391682281
PN8RA.vae.11727	1.39164157
PN2LI.vae.6761	1.390661525
PN1CD.vae.14589	1.390594503
PN6RC.vae.19415	1.389179478
PN10RN.bin.109	1.388204478
PN7RS.vae.3808	1.387277109
PN5RC.bin.11	1.387102134
PN5JH.vae.37233	1.386867976
PN3RB.bin.138	1.386153169
PN6RA.bin.106	1.385810712
PN14RD.vae.68413	1.38575702
PN14RK.vae.7725	1.38531401
PN5RF.vae.257	1.385151804
PN8RC.bin.197	1.385063576
PN7RL.bin.188	1.384424318
PN13RN.bin.212	1.38432375
PN16RK.bin.136	1.384099497
PN2RA.bin.88	1.38308219
PN14RF.vae.4416	1.382941646
PN8RF.bin.207	1.382607934
PN6RH.vae.20397	1.382414883
PN3RB.vae.44633	1.382152964
PN7RG.vae.53009	1.381518017
PN2RJ.vae.27490	1.380935666
PN10RS.vae.51532	1.380830359
PN7RG.bin.58	1.380602954
PN11RM.bin.210	1.380118731
PN7RE.vae.58404	1.380101703
PN2RF.vae.2524	1.380095371
PN1JE.bin.62	1.378473737
PN8RE.vae.9943	1.378265204
PN2GB.vae.5853	1.37824826
PN1LJ.vae.24777	1.377915948
PN5RG.vae.46649	1.37785657
PN1RI.vae.131426	1.375718616
PN2RA.vae.10280	1.374875874
PN6RI.bin.29	1.374233948
PN11RE.bin.6	1.374200375
PN2CF.bin.75	1.373974811
PN2RJ.vae.20178	1.373869317
PN16RR.bin.78	1.373343807
PN8RR.vae.40753	1.372297584
PN12RE.bin.11	1.37210149
PN16RF.bin.122	1.372095981
PN6RK.bin.19	1.371947057
PN6RF.vae.4844	1.371641872
PN5RC.vae.32897	1.371323051
PN10RB.vae.4838	1.370236979
PN16RQ.bin.157	1.370190475
PN10RN.vae.21619	1.369682127
PN2RH.bin.145	1.368466669
PN15RO.vae.3204	1.368224051
PN3LD.bin.79	1.367593326
PN14RM.bin.54	1.367498546
PN10RP.vae.12108	1.367152934
PN6RM.bin.60	1.365787288
PN16RF.bin.170	1.363524288
PN15RI.vae.21787	1.363452143
PN14RB.bin.101	1.363297072
PN16RL.vae.34628	1.363232301
PN8RP.bin.82	1.363151704
PN16RT.bin.152	1.362625719
PN10RC.bin.54	1.362488719
PN3CA.bin.94	1.362136268
PN14RE.bin.125	1.359699199
PN9RA.bin.154	1.359690147
PN5LB.vae.17278	1.359248224
PN6RB.bin.252	1.359161678
PN1RJ.bin.134	1.359133353
PN1RD.bin.152	1.358329976
PN11RN.vae.8734	1.358083766
PN3RH.bin.230	1.358065286
PN8RG.vae.10847	1.355967769
PN6RM.bin.12	1.355790896
PN1RE.vae.19731	1.355304037
PN1RL.bin.29	1.355176978
PN8RN.vae.20547	1.355046296
PN6RC.vae.8102	1.35482317
PN1RL.bin.135	1.354726006
PN14RQ.bin.167	1.354043422
PN16RP.vae.89974	1.353832128
PN8RO.vae.1089	1.353428531
PN5RF.vae.27605	1.352664415
PN15RA.bin.63	1.35129742
PN14RP.vae.17677	1.350529888
PN16RH.vae.4683	1.350365789
PN3LA.vae.5200	1.350062994
PN1RD.vae.31518	1.349428347
PN14RB.vae.23181	1.349083247
PN9RK.vae.13713	1.348464166
PN6RJ.vae.39877	1.348296994
PN1RD.vae.154660	1.348202809
PN5RC.vae.27694	1.34772402
PN16RH.vae.2362	1.346765662
PN10RF.vae.699	1.346100103
PN16RN.vae.16330	1.345947059
PN3RF.vae.34846	1.345686231
PN14RD.bin.137	1.345560708
PN8RB.vae.15171	1.345280611
PN3LD.vae.54935	1.344001915
PN8RC.vae.1933	1.343796819
PN12RC.bin.135	1.342523873
