DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_completeness
PN8RB_k141_512088_1	21272
PN8RB_k141_608851	5039
PN8RB_k141_939314	11953
PN8RB_k141_945878	24941
PN8RC_k141_1002005	12540
PN8RC_k141_1022658	11962
PN8RC_k141_1032094	54027
PN8RC_k141_1032620	9677
PN8RC_k141_1085288	16834
PN8RC_k141_170082	29644
PN8RC_k141_322077	12636
PN8RC_k141_39116	20612
PN8RC_k141_421730	6579
PN8RC_k141_485478	12027
PN8RC_k141_556635	19171
PN8RC_k141_562517	19956
PN8RC_k141_644147	30972
PN8RC_k141_762651	11759
PN8RC_k141_819599	20469
PN8RC_k141_845601_1	33335
PN8RC_k141_849822	96995
PN8RC_k141_963002	34310
PN8RC_k141_976265	10916
PN8RC_k141_992476	36876
PN8RD_k141_1082392	7151
PN8RD_k141_1150470	7201
PN8RD_k141_125032	8038
PN8RD_k141_1352578	12259
PN8RD_k141_1444521	5259
PN8RD_k141_1459352	36255
PN8RD_k141_1509545	7927
PN8RD_k141_1533904	16505
PN8RD_k141_1534439	27922
PN8RD_k141_1534464	32350
PN8RD_k141_212598	13146
PN8RD_k141_240387	6199
PN8RD_k141_266134	13601
PN8RD_k141_497814	20720
PN8RD_k141_742429	16436
PN8RE_k141_1052569	8556
PN8RE_k141_1063979	43322
PN8RE_k141_1200888	10833
PN8RE_k141_1344234	11373
PN8RE_k141_1396891_1	31598
PN8RE_k141_1401595	11165
PN8RE_k141_1449612	20455
PN8RE_k141_1507187	17692
PN8RE_k141_28129	28274
PN8RE_k141_304192	21802
PN8RE_k141_33173	9906
PN8RE_k141_421026	19989
PN8RE_k141_538863	28462
PN8RE_k141_811526	58698
PN8RE_k141_934282_1_fragment_1	10421
PN8RE_k141_950750	23465
PN8RF_k141_1240150	11314
PN8RF_k141_1243220	32144
PN8RF_k141_1246508	25932
PN8RF_k141_1360418	9205
PN8RF_k141_212761	16348
PN8RF_k141_746166	33658
PN8RG_k141_1100390	16098
PN8RG_k141_1488618	10987
PN8RG_k141_1573103	6881
PN8RG_k141_1576368	44265
PN8RG_k141_174472	17778
PN8RG_k141_497431_1	34565
PN8RG_k141_70840	9013
PN8RH_k141_1012295	30359
PN8RH_k141_155759	5668
PN8RH_k141_185579	71858
PN8RH_k141_292913	15115
PN8RH_k141_328792	52467
PN8RH_k141_499572	24766
PN8RH_k141_555700	12387
PN8RH_k141_806725	19226
PN8RH_k141_812392	15875
PN8RH_k141_905768	40512
PN8RH_k141_940522	7085
PN8RH_k141_970511	13586
PN8RH_k141_972166	21325
PN8RI_k141_1219570	18906
PN8RI_k141_860208	114156
PN8RI_k141_896297	45529
PN8RI_k141_952864	88138
PN8RJ_k141_1159630	9330
PN8RJ_k141_1371434	10996
PN8RJ_k141_264278	19475
PN8RJ_k141_325910	44864
PN8RJ_k141_486503	18649
PN8RJ_k141_618534	85747
PN8RJ_k141_634562	10329
PN8RJ_k141_844988	12072
PN8RJ_k141_870685	32618
PN8RJ_k141_951552	12422
PN8RJ_k141_965449	12103
PN8RJ_k141_972110	24959
PN8RJ_k141_986814	23294
PN8RK_k141_1142604	61816
PN8RK_k141_1176429	26268
PN8RK_k141_1176448	5511
PN8RK_k141_1176474	5361
PN8RK_k141_1176489	5408
PN8RK_k141_122474	31571
PN8RK_k141_2604	27610
PN8RK_k141_645963	16815
PN8RK_k141_672990	14699
PN8RK_k141_690456	24896
PN8RK_k141_76245	18346
PN8RK_k141_941662	35776
PN8RK_k141_955827	35224
PN8RL_k141_117767	32571
PN8RL_k141_1214569	9235
PN8RL_k141_261027	27508
PN8RL_k141_306149	49311
PN8RL_k141_666211_1	20654
PN8RL_k141_866167	54607
PN8RL_k141_898930	27513
PN8RM_k141_1044608	25571
PN8RM_k141_1052668	8164
PN8RM_k141_1237217	27527
PN8RM_k141_1332992	12865
PN8RM_k141_1372785	12136
PN8RM_k141_1508222	23129
PN8RM_k141_1745041	28511
PN8RM_k141_1773439	10513
PN8RM_k141_496989	13081
PN8RM_k141_608127	7519
PN8RN_k141_1288551	59326
PN8RN_k141_1332970	57251
PN8RN_k141_1444966	12801
PN8RN_k141_1446685	20962
PN8RN_k141_215674	16146
PN8RN_k141_423276	34482
PN8RN_k141_561261	5211
PN8RN_k141_580303	12668
PN8RN_k141_650195	31154
PN8RN_k141_708190	7906
PN8RN_k141_988819	20433
PN8RO_k141_121861	11253
PN8RO_k141_1548927	32940
PN8RO_k141_1662635	11828
PN8RO_k141_194090	19182
PN8RO_k141_2024374	5658
PN8RO_k141_257159	17077
PN8RO_k141_527983	31193
PN8RO_k141_562010	8640
PN8RP_k141_1292374	32904
PN8RP_k141_1337743	6075
PN8RP_k141_1358878	24132
PN8RP_k141_1369776	13078
PN8RP_k141_153284	40197
PN8RP_k141_212991	25750
PN8RP_k141_228696	8797
PN8RP_k141_350994	11867
PN8RQ_k141_1017987	9650
PN8RQ_k141_1072835	5849
PN8RQ_k141_184944	39822
PN8RQ_k141_774828	27602
PN8RQ_k141_95558	21233
PN8RR_k141_1115455	16879
PN8RR_k141_1338320	30486
PN8RR_k141_1416078	5344
PN8RR_k141_163237	24680
PN8RR_k141_166832	82925
PN8RR_k141_364463	7706
PN8RR_k141_556624	11952
PN8RR_k141_879676	40805
PN8RS_k141_1103354	44920
PN8RS_k141_1233054	19526
PN8RS_k141_1236820	50320
PN8RS_k141_1382253	19260
PN8RS_k141_141903	11553
PN8RS_k141_1473598	36823
PN8RS_k141_1500192_1	96272
PN8RS_k141_206469	7592
PN8RS_k141_301513	7885
PN8RS_k141_488763	34178
PN8RS_k141_524802	49260
PN8RS_k141_597475	7467
PN8RS_k141_643852	15619
PN8RS_k141_74653_1	68627
PN8RS_k141_983551	37521
PN9RA_k141_1103003	47805
PN9RA_k141_157609_1	27355
PN9RA_k141_910839	32060
PN9RC_k141_143960_1	25659
PN9RC_k141_1855851_1	11453
PN9RC_k141_1955536	5357
PN9RD_k141_1016935	12859
PN9RD_k141_316471	20126
PN9RD_k141_576561_1	9706
PN9RE_k141_1799940	32352
PN9RE_k141_1991135	88081
PN9RE_k141_494122	50239
PN9RE_k141_881225	16756
PN9RG_k141_1213023	8186
PN9RH_k141_1719539	7505
PN9RI_k141_562599	18387
PN9RI_k141_725303	10938
PN9RJ_k141_1385168	18367
PN9RJ_k141_1407027	11128
PN9RJ_k141_141549	7327
PN9RJ_k141_1469436	15083
PN9RJ_k141_1501481	8738
PN9RJ_k141_1741182	24996
PN9RJ_k141_1922048	34414
PN9RJ_k141_1942020	13147
PN9RJ_k141_368205	49093
PN9RJ_k141_504001	24784
PN9RJ_k141_669019	52836
PN9RK_k141_973110	9503
PN9RL_k141_1671436	28654
PN9RL_k141_1940682	28398
PN9RM_k141_764885	5470
PN9RO_k141_1016409	19810
PN9RO_k141_1190408	49268
PN9RO_k141_1345821	32896
PN9RO_k141_566125	30172
PN9RO_k141_620411	12757
PN9RP_k141_1382845	36776
PN9RP_k141_1509880	24021
PN9RP_k141_1727954	39098
PN9RP_k141_978708	25325
PN9RQ_k141_1872591	32620
R25_NODE_11	22651
R99_NODE_155	38626
PN1JG_k141_316946	111609
PN15RP_k141_982913	47217
PN3JD_k141_46360	15690
PN9RC_k141_1753267	17238
PN9RD_k141_794433	18249
PN8RS_k141_1560234	9054
PN10RR_k141_514372	8619
PN14RD_k141_1931378	5012
PN8RK_k141_927960	5393
PN2DG_k141_6325	120614
J154_NODE_24_1	32611
PN10RO_k141_186462	20781
PN10RP_k141_1380402	50022
PN11RI_k141_505022	31093
PN12RC_k141_244435	33609
PN13RE_k141_1169660_fragment_2	36352
PN13RI_k141_1793614	127595
PN14RG_k141_470311	38209
PN15RB_k141_992395_1	17750
PN15RE_k141_643508	33046
PN15RF_k141_1375258_1	41886
PN16RE_k141_110372	39661
PN16RE_k141_1157680_1	37480
PN1LI_k141_1156045	64845
PN1LL_k141_355678	36312
PN2DB_k141_66474	135973
PN2DG_k141_82069	48548
PN2DG_k141_86351	89015
PN3CF_k141_2141232	36236
PN3RC_k141_1832669	24355
PN3RD_k141_1836516	50847
PN3RE_k141_2316872_1	19639
PN5LB_k141_401912_1_fragment_1	22138
PN5RA_k141_542499	19090
PN5RC_k141_150507	29016
PN5RG_k141_782950	22376
PN5RH_k141_1030004	36490
PN6RC_k141_2853297_1	25110
PN6RG_k141_1996038	195873
PN6RK_k141_1421866	29336
PN6RO_k141_117432	44859
PN7RI_k141_621133	41615
PN8RA_k141_23612_fragment_1	53289
PN8RM_k141_1374572	65240
PN8RR_k141_441113	38755
PN9RI_k141_374362	52689
PN9RQ_k141_1302034	24875
PN10RD_k141_1182114	11334
PN10RT_k141_528542	7879
PN12RD_k141_218802	13295
PN12RF_k141_522119	6583
PN12RH_k141_1251065	5976
PN13RE_k141_732046	10854
PN13RN_k141_1003182	11981
PN13RQ_k141_1448982	13259
PN14RC_k141_405212	12777
PN14RF_k141_1223956	8672
PN14RI_k141_2029727	6086
PN14RJ_k141_617027	12575
PN14RK_k141_1640862	13496
PN14RM_k141_1172773	11554
PN15RE_k141_1195960	6585
PN15RE_k141_544878	11566
PN15RO_k141_301802	12123
PN15RO_k141_989654	12179
PN16RE_k141_786630	11771
PN16RN_k141_1345499	10939
PN16RR_k141_1826947	12534
PN1CI_k141_272250	13268
PN1CJ_k141_453323	9361
PN1CK_k141_167841	12457
PN1LI_k141_310479	13080
PN1RA_k141_2744923	6661
PN1RA_k141_4398000	11384
PN1RB_k141_978435	11794
PN1RJ_k141_491352	7324
PN3CB_k141_368444	11803
PN3CG_k141_963227	11457
PN4RD_k141_980622	8982
PN5CG_k141_493735	10264
PN5CG_k141_497973	8713
PN5RC_k141_615353	10506
PN6RN_k141_1099615	13109
PN8RE_k141_124206	6810
PN8RF_k141_215175	8226
PN8RJ_k141_682046	9450
PN8RM_k141_485039	11565
PN8RO_k141_1524907	11784
PN9RI_k141_1088635	11618
PN10RG_k141_116398	96967
PN13RG_k141_373733	47517
PN13RT_k141_1188369	51228
PN14RH_k141_1343631	76629
PN14RH_k141_521795	60849
PN14RI_k141_1759337	95750
PN15RA_k141_449763	98392
PN15RB_k141_651595	48493
PN15RI_k141_1072828	104842
PN1CJ_k141_915058	65812
PN1RK_k141_1859810	57350
PN1RL_k141_1726296	69641
PN4RA_k141_1423699	103932
PN8RH_k141_944946	57974
PN8RJ_k141_709514	60134
PN9RO_k141_911130	68734
PN13RI_k141_1630060	97769
PN15RE_k141_102918	58568
PN1RD_k141_2379491	98740
PN2CA_k141_1427462	97053
PN1RK_k141_2954801	77348
PN8RG_k141_345626	49563
PN1CG_k141_15016	16180
PN2CF_k141_1910997	13263
PN3CD_k141_389830	12819
PN3CF_k141_1278852	16541
PN7RN_k141_174310	15631
PN8RD_k141_1182497	12166
PN10RJ_k141_660832	22257
PN10RN_k141_89056	27584
PN11RI_k141_677374	25096
PN11RK_k141_2794913	14216
PN11RK_k141_439306	46830
PN12RC_k141_322650	13909
PN12RE_k141_915607	13189
PN12RH_k141_671425	52118
PN12RH_k141_809373	44588
PN12RJ_k141_774256	50250
PN12RJ_k141_836763	46399
PN13RB_k141_79842	50762
PN13RC_k141_1454273	36946
PN13RC_k141_952354	56573
PN13RG_k141_2006118	57955
PN13RH_k141_1777614	34502
PN13RI_k141_1207134	41482
PN13RI_k141_172301	58857
PN13RK_k141_1756314	54094
PN13RL_k141_1866558	33669
PN13RP_k141_1460460	55541
PN13RP_k141_1668953_1	56704
PN13RP_k141_846603	77161
PN13RP_k141_930344	41272
PN13RQ_k141_1874039	50924
PN13RQ_k141_2100364	52286
PN13RS_k141_1650021	35250
PN13RS_k141_1674644	86701
PN13RU_k141_2457735	15129
PN14RB_k141_1136457	66568
PN14RB_k141_259632	58572
PN14RC_k141_221599	25340
PN14RC_k141_54055	25648
PN14RD_k141_1329253	59243
PN14RE_k141_1243750	59680
PN14RG_k141_1623652	60522
PN14RH_k141_1968447	50922
PN14RH_k141_703249	37947
PN14RK_k141_1718159	51855
PN14RK_k141_268228	25111
PN14RK_k141_971815	15703
PN14RM_k141_1258874	56727
PN14RM_k141_570039	27727
PN14RN_k141_313719	31088
PN14RO_k141_897355	34346
PN14RP_k141_1034340	27381
PN14RP_k141_105848	23737
PN14RS_k141_1281147	61706
PN15RA_k141_349620	40446
PN15RB_k141_107912_1	73719
PN15RB_k141_1365442	13569
PN15RB_k141_1514627	39332
PN15RB_k141_799977	52218
PN15RB_k141_866223	51123
PN15RC_k141_268820	79909
PN15RC_k141_296848	62908
PN15RC_k141_412665	48802
PN15RE_k141_513548	63316
PN15RE_k141_584472	39569
PN15RE_k141_710178	58504
PN15RF_k141_1431668	57611
PN15RI_k141_1023475	47489
PN15RO_k141_226113	56733
PN15RO_k141_505982	83042
PN15RP_k141_304483	55434
PN16RA_k141_4399	31913
PN16RE_k141_213214	60306
PN16RF_k141_1902109	50775
PN16RG_k141_611036	24053
PN16RM_k141_126696	51844
PN16RM_k141_901317	48845
PN16RV_k141_1317323	56632
PN16RV_k141_1429324_1	19001
PN16RV_k141_24533	21730
PN1CE_k141_777689	53792
PN1CF_k141_803222	19740
PN1CF_k141_858975	46049
PN1CG_k141_510977	22851
PN1CH_k141_979586	40402
PN1CJ_k141_1716909	50668
PN1CJ_k141_576639	50894
PN1CJ_k141_792431	35370
PN1CL_k141_1272850	59334
PN1CL_k141_190560	46372
PN1GJ_k141_69371	31010
PN1JG_k141_316950	43948
PN1LH_k141_525250	14011
PN1LI_k141_877277	31984
PN1RA_k141_3087236_1	47248
PN1RA_k141_3643160	61151
PN1RB_k141_1272308	33645
PN1RB_k141_530849	90132
PN1RD_k141_279362	55722
PN1RD_k141_3851	56873
PN1RD_k141_549217	31004
PN1RD_k141_805208	64166
PN1RE_k141_1629239	55735
PN1RE_k141_738308	47302
PN1RF_k141_703019	52015
PN1RF_k141_77848_1	35968
PN1RH_k141_2314993	38339
PN1RI_k141_1718400	58531
PN1RI_k141_386621	24592
PN1RI_k141_883864	102202
PN1RJ_k141_1242784	26751
PN1RJ_k141_921642	58546
PN1RK_k141_2018830	45386
PN1RK_k141_273913	55768
PN1RL_k141_1619934	35462
PN1RL_k141_2264258	41719
PN1RL_k141_326016	48501
PN1RL_k141_777853	96493
PN1RL_k141_919197	24907
PN2CA_k141_1397048	53377
PN2CA_k141_891636	57421
PN2CG_k141_2139626	25896
PN2DB_k141_61618_1	25122
PN2DG_k141_70704	57619
PN2GF_k141_340199	24130
PN2IF_k141_147764	34618
PN2JE_k141_1166	43703
PN2LG_k141_840702	13889
PN2RA_k141_655039	28345
PN2RF_k141_1004459	38183
PN2RG_k141_16454	55717
PN2RH_k141_1540124	34468
PN3CB_k141_286558	34748
PN3CC_k141_2683321	49295
PN3GA_k141_86746_1	37706
PN3LG_k141_1104575	12678
PN3RA_k141_2552910	13419
PN3RD_k141_503790	56968
PN3RD_k141_572233	35819
PN3RD_k141_649456	65953
PN3RF_k141_2211669	54948
PN3RG_k141_508006	34188
PN4RD_k141_432503	45796
PN4RF_k141_256273	16761
PN5IA_k141_173023_1	33437
PN5JH_k141_252838_1	12972
PN5LE_k141_192067	41389
PN5LE_k141_393609	21283
PN5LG_k141_544723_1	30783
PN5RA_k141_569914	26445
PN5RC_k141_359853	47232
PN5RC_k141_601451	20383
PN5RC_k141_621570_1	36473
PN5RC_k141_639292	26149
PN5RF_k141_591585	15239
PN5RG_k141_469911	21171
PN5RH_k141_452193	25246
PN6RA_k141_1252277	37273
PN6RB_k141_890377	41753
PN6RF_k141_354470	25427
PN6RI_k141_65222_fragment_1	6628
PN6RJ_k141_324564	33688
PN6RM_k141_1467073_1	59222
PN6RO_k141_1716390	31418
PN6RT_k141_1047623	38884
PN7RA_k141_1277278	67015
PN7RB_k141_859697	33016
PN7RF_k141_1902557_1	39052
PN7RF_k141_2081984	33678
PN7RF_k141_912549	24686
PN7RG_k141_1730282	56344
PN7RL_k141_1084042	10639
PN7RN_k141_685349	53643
PN7RO_k141_1695177	32633
PN7RQ_k141_197102	21462
PN7RT_k141_2262778	57713
PN7RV_k141_341221	60804
PN8RB_k141_1148720	51425
PN8RB_k141_327454	87824
PN8RB_k141_482527	34306
PN8RB_k141_705671_1	54338
PN8RD_k141_898215_1	31656
PN8RE_k141_263024	51326
PN8RF_k141_1204850	47273
PN8RL_k141_1193252	37868
PN8RL_k141_809112	61529
PN8RL_k141_842648	23830
PN8RL_k141_904174	47812
PN8RM_k141_1420155	32346
PN8RN_k141_1250051_1	40038
PN8RN_k141_1286492	50243
PN8RN_k141_1371051	39677
PN8RN_k141_896993	50355
PN8RP_k141_1121127	34642
PN8RR_k141_1269178	32130
PN8RR_k141_351535	56831
PN8RS_k141_1026602	54244
PN8RS_k141_123316	44589
PN8RS_k141_508023	59250
PN8RS_k141_612595	62276
PN9RI_k141_671243	38539
PN9RJ_k141_1421279_1	21614
PN9RJ_k141_1941972	54359
PN9RJ_k141_445544	29853
PN9RJ_k141_831682	53820
PN9RO_k141_630274	46261
PN3RB_k141_1473104	13874
PN7RN_k141_1470079_fragment_1	20349
PN14RD_k141_1281611	42088
PN8RE_k141_1304322	30305
PN11RO_k141_1832283	5338
PN13RD_k141_687352	8643
PN1RE_k141_7848	5221
PN1RF_k141_949639	5630
PN3GE_k141_958814	7888
PN3LA_k141_1745106	6720
PN7RI_k141_1299482	7521
PN7RI_k141_98264	6780
PN9RP_k141_1274594	8753
PN14RC_k141_1491590	5037
PN8RB_k141_1513901	5065
PN7RH_k141_1427922	18015
PN13RB_k141_1622745	12188
PN16RQ_k141_33512	12351
PN1RK_k141_3280066	12210
PN2LJ_k141_576088	8807
PN3CD_k141_603432	42101
PN9RK_k141_692152	27645
PN10RA_k141_1845955	9207
PN10RE_k141_2182078	10078
PN10RH_k141_2152303	34101
PN10RH_k141_2330294	27842
PN10RI_k141_908185	55153
PN10RJ_k141_336086	41298
PN10RM_k141_1987895	11982
PN10RQ_k141_1634568	24197
PN10RS_k141_1234360	45193
PN11RE_k141_2191944	92893
PN11RE_k141_2690867	10556
PN11RF_k141_1639205	10233
PN11RI_k141_1046915	63251
PN11RI_k141_1206538	13104
PN11RI_k141_1233169	37540
PN11RK_k141_309810	53487
PN11RM_k141_502093_1	34199
PN11RN_k141_851577	40540
PN12RD_k141_1268710	48532
PN12RG_k141_1391812	23158
PN12RH_k141_1314728	58931
PN13RA_k141_1563864	37351
PN13RA_k141_2254637	38777
PN13RD_k141_1462803	21870
PN13RD_k141_1842751	8020
PN13RE_k141_112957	12005
PN13RG_k141_916760	26349
PN13RG_k141_938730_1	42453
PN13RI_k141_1618786	45695
PN13RI_k141_1793632	36777
PN13RI_k141_677231	37648
PN13RK_k141_1814517	13393
PN13RL_k141_2282952	20956
PN13RN_k141_1415826	13276
PN13RN_k141_1862871	20529
PN13RN_k141_2002685	11260
PN13RN_k141_476423	11059
PN13RO_k141_1756925	10255
PN13RP_k141_109411	18017
PN13RP_k141_628931	16211
PN13RQ_k141_1940961	23609
PN13RQ_k141_660917	29243
PN13RR_k141_520471	24024
PN13RS_k141_757536	15767
PN13RT_k141_1173358	17708
PN13RT_k141_345221	38161
PN14RB_k141_1567634	21173
PN14RB_k141_235147	23187
PN14RC_k141_464502	16291
PN14RD_k141_461348	19510
PN14RD_k141_671030	54595
PN14RG_k141_1130595	20564
PN14RG_k141_1335644	6888
PN14RH_k141_1102858	26111
PN14RH_k141_1186984	120618
PN14RI_k141_1881824	10918
PN14RI_k141_2048484	20218
PN14RK_k141_897727	31875
PN14RL_k141_1434397	9370
PN14RM_k141_587985	40252
PN14RO_k141_1067070	33034
PN14RO_k141_868422	18121
PN14RP_k141_878804	18573
PN14RQ_k141_1220808	8755
PN14RQ_k141_1488868	33139
PN14RQ_k141_1541264	38113
PN14RQ_k141_452803	22882
PN14RR_k141_882370	14963
PN14RS_k141_254430	7510
PN15RA_k141_513753	7491
PN15RA_k141_591147	24187
PN15RA_k141_803095	13427
PN15RB_k141_63201	34613
PN15RB_k141_65202	11398
PN15RB_k141_797836	13086
PN15RB_k141_837404	19954
PN15RC_k141_216723	17809
PN15RC_k141_769433	32851
PN15RD_k141_486869_1	16081
PN15RE_k141_51748	19010
PN15RE_k141_612141	21690
PN15RE_k141_817456_1	33701
PN15RE_k141_912586	20973
PN15RF_k141_1503032	20262
PN15RF_k141_386312	33244
PN15RF_k141_878627	32351
PN15RH_k141_26853	11061
PN15RH_k141_504480	16695
PN15RI_k141_1261905	6567
PN15RI_k141_915365	28173
PN15RK_k141_1568000	33171
PN15RN_k141_112571	28513
PN15RN_k141_1691449	11419
PN15RN_k141_636202	61734
PN15RO_k141_13187	13634
PN15RO_k141_254438	21472
PN15RP_k141_1635027	15597
PN15RP_k141_840884	15538
PN16RA_k141_640209	15164
PN16RA_k141_839220	17034
PN16RB_k141_1500450	11092
PN16RC_k141_1986674	9840
PN16RC_k141_215273	24411
PN16RC_k141_650561	63192
PN16RE_k141_1562184	20479
PN16RE_k141_576387	59901
PN16RE_k141_65240	24610
PN16RE_k141_946773	8004
PN16RF_k141_841465	31508
PN16RG_k141_176672	14682
PN16RG_k141_338731	38970
PN16RI_k141_1527454	11335
PN16RJ_k141_2060253	31767
PN16RK_k141_1731768	22964
PN16RN_k141_1324253	30979
PN16RN_k141_474468	19245
PN16RN_k141_923429	12044
PN16RO_k141_1194579	12242
PN16RQ_k141_1319411	27403
PN16RQ_k141_1340350	8370
PN16RR_k141_625691	11417
PN1CA_k141_619794	23279
PN1CC_k141_1308044	28637
PN1CE_k141_874920	32512
PN1CG_k141_157887	18698
PN1CG_k141_972797	9272
PN1CH_k141_866154	21834
PN1CI_k141_678778	72654
PN1CL_k141_1447882	41546
PN1CL_k141_1487477	35669
PN1CL_k141_511524	20076
PN1JG_k141_232566_1	23159
PN1RA_k141_4399298	39100
PN1RB_k141_2277556	24795
PN1RC_k141_1678363	17288
PN1RC_k141_3037454	37105
PN1RD_k141_1074804	14134
PN1RE_k141_1622341	21696
PN1RE_k141_99978	40647
PN1RF_k141_1975637	21991
PN1RH_k141_2901630	29612
PN1RH_k141_3088507	24679
PN1RI_k141_1274558	11953
PN1RI_k141_1582329	15167
PN1RJ_k141_1800652	11914
PN1RK_k141_1814030	27777
PN1RK_k141_2190812_1	29664
PN1RK_k141_2456353	33986
PN1RK_k141_3403295	23958
PN1RL_k141_1140130	12694
PN1RL_k141_1487904	25962
PN1RL_k141_1726198	19791
PN1RL_k141_1761863	19082
PN1RL_k141_1945425	35581
PN1RL_k141_2088075	20705
PN1RL_k141_2264291	45041
PN2CB_k141_1075607	32514
PN2CB_k141_1412685	14726
PN2CD_k141_1013404	38288
PN2CD_k141_302756	15551
PN2CE_k141_1481865	28924
PN2CE_k141_771349	21483
PN2CG_k141_746559	13544
PN2CG_k141_982664	18129
PN2CI_k141_1472908	27495
PN2CI_k141_2648943_1	15855
PN2CJ_k141_1514507	26910
PN2CJ_k141_2514295	42607
PN2LF_k141_1689573	52212
PN2LG_k141_1419450	11526
PN2LI_k141_1859350	14757
PN2LJ_k141_246084	57756
PN2RA_k141_2852959	57111
PN2RB_k141_2111422	47170
PN2RC_k141_1611683	33264
PN2RF_k141_2641296	26462
PN2RG_k141_1139569	22874
PN2RG_k141_609051	37113
PN3CA_k141_816	26244
PN3CD_k141_524924	9485
PN3CF_k141_2381917	7914
PN3CF_k141_2616481	26288
PN3CF_k141_2616538	23135
PN3CF_k141_945884	12906
PN3DG_k141_423470	40277
PN3LA_k141_1545299	39803
PN3LF_k141_461078	15486
PN3RA_k141_2552988	10638
PN3RD_k141_1590708	33635
PN3RG_k141_125567_1	28174
PN4RA_k141_1320692	20379
PN4RB_k141_1841905	14175
PN4RB_k141_93643	22148
PN4RD_k141_389499	14136
PN4RE_k141_1356647	35481
PN4RE_k141_1849327	37531
PN4RG_k141_1187498_1	28463
PN4RG_k141_341554	43872
PN5CB_k141_630261	21240
PN5CC_k141_241785	16410
PN5CH_k141_21904	10966
PN5IE_k141_229370	34942
PN5JD_k141_147244	12284
PN5JD_k141_457337	12855
PN5LB_k141_77188	26863
PN5LE_k141_258689_1	14871
PN5RA_k141_1097670_1	13428
PN5RB_k141_748359	31845
PN5RF_k141_1132113	8022
PN5RG_k141_747107	36362
PN6RD_k141_2062074	23097
PN6RF_k141_1037053	10986
PN6RG_k141_1217122	24338
PN6RJ_k141_648753	17850
PN6RK_k141_533849	11455
PN6RM_k141_78449	16099
PN6RO_k141_1047849	27238
PN6RO_k141_595360	10643
PN6RO_k141_663546	25396
PN6RR_k141_322829	29713
PN6RS_k141_1520345	31053
PN6RS_k141_1908620_1	71262
PN6RS_k141_245516	32505
PN7RA_k141_424356	19668
PN7RF_k141_2081928	36855
PN7RG_k141_186759	11438
PN7RH_k141_1594756	13886
PN7RH_k141_179689	15972
PN7RH_k141_537295	14741
PN7RI_k141_69475	11780
PN7RK_k141_1995696_1	38166
PN7RM_k141_633562	9982
PN7RM_k141_91258	19108
PN7RN_k141_1811425	17238
PN7RO_k141_1092498	43623
PN7RO_k141_1655321	56188
PN7RO_k141_1695223	10502
PN7RO_k141_473083	22127
PN7RO_k141_864182	20745
PN7RP_k141_246982	20518
PN8RA_k141_1399174	16470
PN8RA_k141_165330	7791
PN8RA_k141_640710	24263
PN8RB_k141_1002521	18807
PN8RB_k141_1590493	14522
PN8RC_k141_1098180	11663
PN8RD_k141_765114	26683
PN8RE_k141_858996	12217
PN8RF_k141_1132879	26546
PN8RF_k141_410307	78626
PN8RF_k141_464064	17306
PN8RG_k141_1138483	38046
PN8RG_k141_1576476	11948
PN8RG_k141_244971	36360
PN8RG_k141_450683	19166
PN8RG_k141_487041	19929
PN8RH_k141_4400	12289
PN8RH_k141_485753	14918
PN8RH_k141_898328	15673
PN8RI_k141_180231_1	31423
PN8RJ_k141_266445_1	13121
PN8RJ_k141_36274	48322
PN8RJ_k141_418607	15586
PN8RJ_k141_431576	24238
PN8RJ_k141_910852	13531
PN8RL_k141_231187	10885
PN8RM_k141_1514286	26384
PN8RM_k141_1773415	10816
PN8RM_k141_1773440	10168
PN8RM_k141_559850	24349
PN8RN_k141_1461146	25134
PN8RO_k141_1917473	15797
PN8RO_k141_616214	19243
PN8RP_k141_1342052	11346
PN8RQ_k141_643362	16264
PN8RR_k141_285405	11491
PN8RR_k141_492519	30620
PN8RR_k141_530015	25988
PN8RR_k141_797338	20463
PN8RS_k141_1220605	32941
PN8RS_k141_1395640	24929
PN8RS_k141_1560288	11321
PN8RS_k141_205579	24578
PN8RS_k141_302428	25704
PN8RS_k141_36032	15417
PN8RS_k141_4126	21889
PN8RS_k141_922025	32131
PN9RB_k141_585681	40672
PN9RC_k141_1912012_fragment_1	22218
PN9RE_k141_68769	30919
PN9RG_k141_633256	30202
PN9RI_k141_463143	25155
PN9RJ_k141_1010476	39895
PN9RJ_k141_1941934	11074
PN9RJ_k141_745831	27614
PN9RJ_k141_765943	15236
PN9RK_k141_145134	22944
PN9RO_k141_1489146	23195
PN9RO_k141_410657	37076
PN9RO_k141_743723	61507
PN10RM_k141_1487399	8777
PN11RC_k141_880218	12012
PN11RL_k141_2428700	20456
PN11RM_k141_286942	60525
PN12RA_k141_74247	9593
PN12RD_k141_1708447	24380
PN12RG_k141_549927	9489
PN12RH_k141_1373943	11150
PN12RJ_k141_743858	7626
PN13RA_k141_1250145	10904
PN13RA_k141_943363	9401
PN13RB_k141_1078021	10132
PN13RC_k141_138788	6048
PN13RK_k141_1876697	13184
PN13RL_k141_840164	5081
PN13RS_k141_1196059	15081
PN14RK_k141_1427733	10665
PN14RK_k141_145665	14616
PN14RT_k141_1250842	10217
PN15RB_k141_126482	9939
PN15RB_k141_1596045	13225
PN15RG_k141_1355548	10886
PN15RJ_k141_1220422	9100
